"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"S11631003128312","0","3","5","1","8","14","9","8","5","4","1","1"
"S11631003128711","0","4","3","5","4","4","15","7","7","5","10","0"
"S11631003128304","0","13","5","5","4","9","1","5","4","4","2","5"
"S11631002128212","0","2","2","4","2","11","5","3","2","2","2","0"
"S11631002128213","0","5","7","4","4","12","2","6","2","7","11","4"
"S11631002128236","0","18","15","13","11","22","13","17","20","13","11","5"
"S11631003128315","0","22","8","17","16","12","11","15","11","6","10","7"
"S11631003128414","0","7","10","6","14","14","10","7","16","4","16","13"
"S11631003128310","0","4","1","6","9","6","11","13","4","7","10","5"
"S11631003128503","0","2","1","5","2","19","12","1","0","2","1","0"
"S11631003128302","0","13","8","13","18","28","29","19","14","25","18","13"
"S11631003128407","0","7","5","7","9","9","4","15","2","5","5","1"
"S11631003128510","0","8","11","14","16","14","14","15","16","14","9","8"
"S11631003128712","0","21","24","19","10","5","21","8","6","8","11","6"
"S11631003128506","0","22","17","20","25","28","15","12","13","20","39","12"
"S11631001127352","0","7","7","5","4","6","12","4","2","3","6","0"
"S11631001127354","0","7","8","7","4","3","2","11","7","3","5","1"
"S11631001127355","0","20","12","26","18","19","12","11","7","6","7","4"
"S11631003129323","0","16","19","12","16","6","19","15","15","6","7","7"
"S11631003128410","0","12","6","7","6","13","14","15","14","11","12","5"
"S11631001127411","0","9","12","16","9","12","9","27","25","17","20","18"
"S11631001127412","0","34","32","27","30","31","31","32","25","31","19","19"
"S11631001127426","0","9","13","8","12","14","10","9","8","9","8","2"
"S11631001127429","0","32","41","24","24","21","29","28","25","20","21","12"
"S11631003128327","0","3","13","3","10","5","6","10","9","11","13","14"
"S11631003128328","0","5","6","8","14","26","30","32","25","56","54","29"
"S11631003128401","0","66","61","75","54","46","56","46","36","54","59","29"
"S11631003128409","0","3","9","7","6","8","8","5","9","6","6","2"
"S11631001127516","0","12","10","11","25","21","35","15","15","21","20","15"
"S11631001127323","0","26","17","9","14","10","13","9","5","8","8","7"
"S11631001127324","0","2","10","2","15","5","5","3","5","6","2","4"
"S11631001127325","0","6","1","6","5","8","6","3","3","3","8","4"
"S11631001127326","0","10","10","11","8","12","19","12","10","5","9","2"
"S11631001127327","0","7","2","10","6","6","8","8","10","3","9","5"
"S11631001127329","0","2","4","10","11","15","8","12","4","8","0","0"
"S11631001127356","0","21","35","17","12","19","17","20","10","9","16","9"
"S11631001127357","0","6","16","9","11","11","6","12","9","7","9","8"
"S11631001127358","0","7","12","13","10","7","12","1","1","2","13","1"
"S11631001127359","0","3","11","7","6","9","8","5","1","3","8","3"
"S11631002128003","0","11","4","8","15","17","4","3","9","9","8","12"
"S11631002128039","0","1","2","0","5","4","5","6","5","3","2","1"
"S11631002128108","0","11","22","22","15","35","29","14","7","6","10","9"
"S11631001127430","0","40","23","17","24","22","21","40","22","42","22","9"
"S11631001127431","0","15","10","5","9","4","5","11","8","11","10","6"
"S11631001127432","0","25","15","16","13","12","21","29","23","12","21","12"
"S11631001127433","0","20","21","13","16","13","15","18","37","18","10","18"
"S11631001127434","0","17","15","31","19","12","14","20","13","10","24","9"
"S11631001127435","0","29","17","19","17","12","16","20","14","27","19","7"
"S11631001127436","0","30","21","24","17","23","21","27","29","13","21","19"
"S11631001127437","0","6","9","7","6","8","23","18","5","10","7","6"
"S11631001127438","0","27","16","32","27","23","10","21","19","16","12","22"
"S11631003129216","0","20","18","12","20","17","14","8","13","5","9","4"
"S11631002127732","0","1","1","3","2","1","0","2","0","1","0","0"
"S11631002127733","0","1","2","2","4","3","2","5","1","1","5","2"
"S11631001127517","0","12","17","15","12","12","15","18","8","18","12","5"
"S11631001127601","0","17","18","11","20","6","6","8","8","9","8","1"
"S11631002127701","0","6","3","5","3","2","6","7","5","1","10","2"
"S11631001127602","0","96","92","119","151","132","163","106","94","95","144","124"
"S11631002128026","0","6","11","6","1","5","0","8","6","13","5","3"
"S11631002128049","0","13","28","14","13","7","13","16","7","7","13","9"
"S11631002127703","0","3","3","13","5","9","5","2","3","1","4","0"
"S11631002127705","0","16","27","21","17","30","21","15","28","23","14","11"
"S11631002127802","0","12","16","13","21","12","18","18","6","11","8","7"
"S11631002128037","0","0","7","5","2","0","6","1","2","1","3","3"
"S11631002127713","0","3","4","5","1","2","1","4","4","2","2","0"
"S11631002127714","0","3","3","11","9","5","8","8","6","9","2","3"
"S11631002127722","0","7","0","1","1","3","5","4","4","3","5","5"
"S11631002127723","0","6","1","3","2","7","4","8","22","4","25","2"
"S11631002127724","0","4","4","2","4","7","9","10","4","3","2","1"
"S11631002128046","0","8","9","4","7","6","2","12","5","2","4","0"
"S11631002127719","0","2","1","5","2","9","6","3","13","3","3","0"
"S11631002128011","0","2","2","3","5","5","2","12","8","2","1","2"
"S11631002127728","0","2","5","5","3","6","2","8","6","0","10","4"
"S11631002127729","0","3","12","11","40","10","7","9","7","8","7","3"
"S11631002128128","0","13","2","8","9","6","8","11","7","5","4","4"
"S11631002127734","0","11","13","14","8","23","33","21","40","24","42","23"
"S11631002127735","0","6","5","5","1","9","7","4","7","8","5","4"
"S11631003128508","0","5","27","12","14","13","18","12","32","26","19","11"
"S11631002127808","0","15","4","10","8","6","8","10","7","5","8","5"
"S11631002127809","0","3","12","2","7","1","3","9","4","7","3","1"
"S11631002128131","0","0","6","8","7","16","8","13","14","10","5","4"
"S11631002128016","0","13","12","4","10","9","6","7","11","19","19","5"
"S11631002128018","0","35","48","41","39","37","45","69","61","83","40","24"
"S11631002128019","0","11","9","23","7","14","23","17","12","15","12","4"
"S11631002128027","0","6","6","8","8","10","1","8","2","9","8","8"
"S11631003128413","0","10","3","18","9","16","7","11","18","15","14","13"
"S11631003128305","0","5","4","2","14","10","10","9","3","5","3","3"
"S11631305137828","0","11","5","7","10","19","14","9","6","13","11","4"
"S11631002128214","0","10","16","7","8","10","9","9","5","7","18","3"
"S11631002128040","0","0","2","2","3","14","6","15","6","2","3","1"
"S11631003128709","0","11","3","12","9","6","4","3","2","3","2","2"
"S11631002128041","0","9","2","13","9","5","3","13","8","5","11","8"
"S11631003128716","0","24","21","24","18","45","41","25","45","50","30","17"
"S11631002128105","0","5","5","7","8","9","9","16","10","3","11","5"
"S11631002128106","0","8","10","4","8","5","3","5","9","4","7","3"
"S11631004129907","0","5","10","13","10","10","6","11","6","17","1","6"
"S11631003128607","0","26","24","19","20","24","32","34","34","40","23","10"
"S11631003128611","0","27","24","21","12","22","33","26","16","20","23","7"
"S11631003128706","0","8","9","5","7","9","7","12","8","7","11","11"
"S11631003128707","0","3","10","2","6","3","6","7","8","6","7","6"
"S11631002128132","0","6","7","4","7","4","1","2","2","5","2","2"
"S11631002128138","0","3","16","12","13","34","27","39","29","26","19","14"
"S11631003128321","0","2","16","8","3","18","10","6","10","3","9","3"
"S11631003128313","0","16","6","7","8","5","11","4","3","3","3","4"
"S11631002128215","0","0","12","2","5","3","4","1","8","6","6","0"
"S11631106133103","0","30","29","24","19","27","28","22","25","27","32","20"
"S11631106133104","0","246","226","274","336","441","334","286","281","366","422","176"
"S11631106133105","0","21","15","11","12","21","24","13","21","9","15","7"
"S11631106133106","0","29","19","18","23","29","31","21","33","19","33","15"
"S11631106133107","0","26","17","23","29","16","38","19","37","23","24","16"
"S11631003128301","0","11","10","11","21","14","25","26","12","12","17","6"
"S11631003128806","0","3","2","11","7","10","10","11","11","5","6","3"
"S11631003128415","0","48","29","41","24","38","52","37","37","41","45","24"
"S11631001127427","0","7","20","15","23","25","16","33","24","21","28","8"
"S11631003128613","0","21","8","17","7","11","7","10","6","5","13","12"
"S11631001127365","0","5","6","4","5","7","8","2","5","5","8","1"
"S11631001127366","0","21","27","22","16","11","10","18","10","13","9","9"
"S11631001127368","0","4","8","13","7","6","2","5","5","4","3","3"
"S11631003128326","0","5","6","14","12","21","13","9","24","8","39","27"
"S11631001127439","0","9","12","19","18","20","36","30","29","48","86","43"
"S11631001127501","0","6","20","8","4","10","12","10","4","8","4","4"
"S11631001127502","0","3","9","15","12","9","6","5","5","8","10","0"
"S11631001127503","0","8","8","6","9","13","7","5","5","4","11","1"
"S11631106133109","0","80","101","118","128","131","158","187","254","313","194","119"
"S11631106133110","0","54","43","56","65","60","42","39","87","88","81","41"
"S11631106133111","0","11","16","11","5","20","27","37","26","35","36","14"
"S11631001127332","0","5","4","10","12","10","4","4","2","3","11","1"
"S11631003129402","0","2","2","3","3","1","11","3","1","2","3","1"
"S11631001127333","0","7","13","10","7","16","9","4","6","4","8","3"
"S11631001127334","0","4","6","4","6","1","4","2","2","5","4","6"
"S11631001127335","0","8","5","15","12","11","14","16","6","7","6","2"
"S11631001127336","0","9","4","10","5","10","5","12","7","6","6","1"
"S11631001127337","0","20","26","25","33","41","36","28","11","19","15","15"
"S11631002127720","0","7","4","3","3","7","5","9","4","9","7","0"
"S11631002127727","0","3","5","9","14","15","4","0","6","10","16","11"
"S11631002128111","0","6","8","7","5","7","5","11","8","5","18","7"
"S11631304137520","0","1","2","0","1","1","6","1","3","3","9","2"
"S11631001127504","0","12","12","13","9","22","11","19","9","7","17","7"
"S11631001127505","0","54","37","51","42","89","76","126","74","100","161","74"
"S11631002127815","0","6","8","3","11","5","2","4","6","8","4","1"
"S11631002127901","0","1","1","1","0","1","1","1","1","0","1","0"
"S11631106133631","0","7","9","11","11","16","12","12","8","17","17","12"
"S11631002127706","0","4","10","5","8","5","3","6","6","3","3","1"
"S11631002128030","0","1","0","1","1","5","2","1","3","2","5","1"
"S11631002128031","0","1","4","0","0","2","0","0","4","1","1","0"
"S11631002127708","0","5","5","1","4","9","4","7","4","7","7","2"
"S11631002128112","0","3","7","3","3","5","10","10","13","10","12","2"
"S11631002128114","0","6","6","4","7","7","5","9","6","7","3","9"
"S11631002128129","0","3","3","4","3","2","3","2","2","0","1","1"
"S11631004129916","0","11","16","5","13","10","10","7","7","6","5","3"
"S11631002128115","0","5","5","2","2","1","4","6","4","2","2","2"
"S11631002128116","0","6","8","7","11","8","7","7","7","1","5","1"
"S11631002128120","0","9","9","6","10","8","18","3","7","1","5","2"
"S11631002128121","0","8","8","8","3","5","2","6","2","5","10","4"
"S11631002128005","0","9","16","15","13","19","10","9","10","12","14","6"
"S11631002128006","0","13","14","17","17","88","32","62","98","58","81","62"
"S11631002128007","0","6","2","5","5","13","5","23","13","11","7","9"
"S11631002128009","0","8","4","4","0","4","6","11","0","0","0","6"
"S11631105132527","0","20","39","16","48","39","28","30","21","22","34","16"
"S11631105132528","0","4","0","4","6","2","5","7","1","4","5","3"
"S11631105132601","0","3","3","5","3","10","8","16","17","22","13","9"
"S11631002128042","0","5","2","6","4","6","4","4","6","10","8","4"
"S11631002128043","0","8","2","9","8","4","0","2","10","0","4","2"
"S11631002128044","0","1","3","4","2","2","3","2","5","5","4","1"
"S11631002128045","0","3","3","5","8","6","8","3","8","10","5","8"
"S11631002128103","0","2","5","0","2","6","3","5","1","0","2","0"
"S11631002128122","0","6","4","6","2","4","9","4","7","2","3","5"
"S11631002128051","0","6","14","18","31","10","20","19","8","11","35","16"
"S11631002128052","0","5","4","2","4","3","4","2","3","6","6","1"
"S11631003128317","0","42","26","40","50","50","30","98","38","48","64","32"
"S11631003128318","0","19","12","10","18","13","16","17","14","12","11","8"
"S11631003128319","0","29","14","26","31","53","32","37","26","16","30","25"
"S11631003128320","0","4","6","7","9","14","6","3","4","2","6","5"
"S11631003128408","0","13","8","11","22","18","8","9","7","13","12","4"
"S11631003128322","0","9","2","11","3","13","11","15","12","10","5","6"
"S11631003128323","0","6","7","7","3","3","6","8","2","7","3","8"
"S11631002128201","0","4","2","5","4","8","6","5","9","6","4","2"
"S11631003128325","0","10","11","5","9","7","7","8","5","4","0","8"
"S11631003128739","0","9","6","14","6","11","13","11","12","4","2","2"
"S11631002128134","0","5","7","6","5","12","7","4","4","9","2","1"
"S11631002128135","0","4","0","0","5","4","5","9","7","10","10","12"
"S11631002128136","0","0","1","6","3","2","1","3","4","2","3","5"
"S11631002128202","0","4","2","2","5","6","7","3","6","2","4","3"
"S11631105132602","0","16","18","21","36","41","31","31","26","81","65","65"
"S11631105132603","0","8","8","8","14","28","26","21","15","21","20","10"
"S11631105132604","0","3","5","15","17","31","27","34","21","20","18","16"
"S11631105132605","0","6","3","11","10","17","5","16","10","18","15","8"
"S11631106133112","0","44","19","49","44","35","34","30","21","23","40","18"
"S11631003128602","0","83","55","54","63","90","72","89","85","75","128","89"
"S11631003128603","0","12","11","12","10","9","15","9","12","2","12","8"
"S11631003128604","0","17","7","7","2","13","8","10","9","15","6","7"
"S11631003128605","0","37","27","23","12","22","15","20","16","25","21","11"
"S11631003128606","0","32","20","12","15","25","34","15","13","13","15","11"
"S11631001127360","0","33","22","21","19","20","15","11","12","14","13","7"
"S11631001127361","0","6","4","14","5","17","13","11","5","11","28","8"
"S11631001127362","0","6","7","17","27","24","21","30","20","12","33","25"
"S11631003128514","0","3","3","4","2","10","6","4","3","3","4","1"
"S11631003128601","0","259","202","197","172","190","241","231","182","175","160","100"
"S11631003128608","0","72","47","44","61","49","61","48","49","45","52","30"
"S11631003128612","0","10","6","8","2","8","3","1","3","7","13","6"
"S11631004130209","0","4","12","5","7","13","13","12","9","8","19","12"
"S11631106133113","0","2","18","12","28","17","20","14","12","17","12","14"
"S11631106133114","0","13","16","11","10","23","10","7","8","17","11","8"
"S11631106133115","0","5","9","4","5","12","10","3","8","10","9","3"
"S11631106133201","0","5","4","12","7","7","8","6","8","2","3","4"
"S11631106133202","0","3","7","2","7","4","3","3","7","3","2","2"
"S11631001127338","0","9","16","9","18","4","13","14","7","3","7","5"
"S11631001127428","0","31","31","27","35","45","34","52","28","32","40","11"
"S11631001127339","0","14","11","8","4","12","13","5","5","6","10","4"
"S11631001127340","1","15","18","8","13","27","7","9","6","4","10","1"
"S11631001127341","0","13","19","11","8","10","15","9","10","4","3","4"
"S11631001127342","0","16","16","7","14","14","24","5","6","12","12","6"
"S11631001127343","0","14","15","15","15","23","28","16","5","5","16","2"
"S11631001127344","0","12","6","6","15","26","15","11","6","6","13","3"
"S11631002128001","0","20","14","14","9","15","24","19","15","16","29","10"
"S11631002127804","0","2","3","0","4","5","6","5","12","6","7","2"
"S11631002127805","0","2","3","1","2","3","1","5","1","1","2","0"
"S11631002127806","0","12","18","20","27","22","23","15","11","13","14","8"
"S11631002127807","0","2","14","2","11","8","13","7","5","11","7","2"
"S11631002127721","4","10","10","10","8","18","11","7","13","17","11","3"
"S11631002128017","0","6","8","7","3","14","5","3","4","4","15","2"
"S11631001127506","0","14","9","18","10","16","8","8","4","12","5","1"
"S11631001127507","0","27","8","22","29","11","23","10","9","26","9","16"
"S11631001127508","0","26","30","45","25","19","20","9","13","9","14","14"
"S11631001127509","0","10","6","8","7","8","12","6","6","5","7","4"
"S11631001127510","0","2","7","11","4","11","2","6","10","5","12","1"
"S11631001127611","0","28","12","40","27","20","19","24","11","28","23","17"
"S11631001127613","0","0","0","0","3","2","0","1","2","2","2","1"
"S11631106133203","0","11","6","11","6","10","14","11","5","10","8","14"
"S11631106133204","0","19","14","14","11","15","10","42","35","36","57","20"
"S11631106133205","0","3","3","4","13","18","7","7","7","9","3","3"
"S11631106133206","0","3","8","8","12","10","11","7","5","4","5","4"
"S11631106133207","0","6","5","6","3","3","1","3","10","7","7","1"
"S11631106133208","0","4","1","0","4","1","2","1","2","1","4","2"
"S11631002127709","0","0","3","1","1","2","1","2","3","1","1","2"
"S11631002127803","0","5","11","8","5","6","5","2","7","5","4","4"
"S11631002127718","0","2","0","5","2","4","4","0","4","4","1","0"
"S11631002128038","0","6","4","6","5","2","4","4","1","12","17","0"
"S11631002127711","0","6","6","2","5","21","10","3","22","9","4","4"
"S11631002127712","0","4","1","1","4","8","1","1","6","4","12","1"
"S11631002128053","0","4","3","6","4","0","3","4","5","7","1","2"
"S11631003128733","0","46","29","21","32","31","18","23","22","22","34","11"
"S11631003128734","0","15","10","12","19","21","49","4","10","11","7","16"
"S11631002128117","0","13","11","6","15","14","9","15","9","22","9","5"
"S11631002128118","0","15","12","23","18","30","32","37","18","22","24","8"
"S11631002128119","0","11","9","22","19","20","26","35","19","12","14","23"
"S11631003128735","0","18","6","9","7","14","11","5","7","11","11","5"
"S11631003128736","0","11","8","8","5","12","12","4","9","5","10","2"
"S11631002128123","0","0","2","0","2","4","3","1","5","2","0","1"
"S11631002128130","0","47","42","56","36","46","51","77","54","64","70","13"
"S11631003128737","0","28","28","36","35","59","69","56","59","62","36","28"
"S11631002128124","0","3","3","4","8","4","5","3","2","2","7","4"
"S11631003128311","0","3","2","4","6","13","13","10","9","5","12","5"
"S11631003128738","0","10","7","5","10","8","6","6","4","3","8","6"
"S11631002128125","0","8","2","7","6","9","11","8","7","7","5","2"
"S11631002128126","0","9","4","12","14","17","24","15","12","16","12","17"
"S11631002128047","0","54","55","44","52","187","55","125","67","77","124","59"
"S11631003128509","0","18","10","5","11","20","6","12","13","4","10","5"
"S11631002127810","0","4","4","3","8","7","1","6","2","6","1","0"
"S11631002127811","0","6","0","1","2","1","1","3","2","1","0","0"
"S11631002127812","0","0","3","10","7","4","7","8","7","2","6","3"
"S11631002127813","0","9","4","7","4","8","9","8","11","9","12","2"
"S11631002127814","0","5","3","5","8","6","1","8","6","2","15","5"
"S11631002128002","0","5","10","10","11","12","13","12","9","6","14","5"
"S11631002128048","0","2","5","6","5","13","9","10","4","7","7","6"
"S11631004129720","0","5","9","6","7","12","9","4","2","1","5","2"
"S11631003128406","0","26","16","20","21","18","15","16","17","19","18","11"
"S11631105132606","0","10","17","12","13","14","13","15","13","14","15","9"
"S11631105132607","0","8","16","30","36","36","27","27","19","30","30","22"
"S11631105132608","0","17","15","15","17","22","33","32","23","30","32","24"
"S11631105132609","0","17","10","15","19","22","25","17","21","28","47","14"
"S11631002128054","0","2","6","7","6","14","11","15","8","10","10","4"
"S11631002128055","0","12","6","2","1","8","6","9","3","5","8","9"
"S11631002128101","0","4","1","2","0","4","4","2","8","2","5","4"
"S11631002128102","0","41","15","40","20","20","30","30","15","21","38","17"
"S11631002128234","0","7","9","3","2","5","2","7","1","13","13","9"
"S11631003128505","0","8","7","14","2","13","17","21","14","13","10","3"
"S11631003128419","0","26","19","35","23","22","17","28","19","24","26","14"
"S11631004129801","0","64","72","66","73","71","71","35","25","20","48","43"
"S11631004129901","0","13","8","18","10","7","9","6","10","7","7","5"
"S11631004129902","0","5","11","7","16","10","12","5","4","9","7","5"
"S11631004129903","0","10","10","9","10","4","8","10","5","7","13","2"
"S11631104132216","0","1","1","4","5","4","4","6","6","4","4","0"
"S11631004129904","0","20","13","7","10","16","10","5","4","3","17","4"
"S11631002128227","0","17","4","9","9","13","4","9","2","6","12","8"
"S11631002128228","0","5","4","0","3","6","1","7","3","0","8","0"
"S11631002128230","0","25","14","17","20","11","4","9","2","6","3","2"
"S11631003128309","0","20","16","8","16","14","19","12","16","12","17","10"
"S11631002128235","0","8","4","1","1","11","5","12","4","3","6","2"
"S11631002128237","0","1","5","5","7","6","5","2","3","4","5","4"
"S11631004130425","0","0","4","1","4","4","5","4","1","2","6","9"
"S11631004130426","0","17","7","6","4","5","13","7","6","1","9","1"
"S11631004130427","0","0","1","0","2","4","8","0","5","2","3","2"
"S11631004130428","0","32","8","11","9","12","15","10","8","9","14","3"
"S11631003129335","0","7","8","5","13","47","54","20","17","16","40","30"
"S11631003129337","0","14","10","23","8","16","16","7","5","5","7","1"
"S11631003129338","0","7","11","11","6","18","31","3","16","9","11","4"
"S11631101130512","0","9","14","33","24","41","59","42","33","18","39","15"
"S11631101130513","0","3","2","3","2","4","7","8","8","4","3","1"
"S11631101130516","0","3","12","2","7","6","13","10","26","8","10","2"
"S11631004130212","0","4","6","6","5","6","17","10","11","11","14","12"
"S11631004130101","0","15","23","15","5","1","4","6","7","9","9","5"
"S11631004130201","0","22","24","17","15","16","22","16","19","6","14","3"
"S11631004130206","0","3","1","0","4","3","2","2","3","1","4","2"
"S11631004130207","0","20","25","14","23","18","19","15","11","10","15","5"
"S11631004130218","0","17","21","19","19","10","14","23","15","5","12","11"
"S11631004130219","0","4","3","7","3","11","8","4","11","3","10","3"
"S11631003129006","0","6","5","3","2","1","6","2","2","5","2","0"
"S11631001127313","0","28","26","13","18","35","31","19","14","12","19","9"
"S11631001127315","0","10","11","14","21","19","26","30","3","7","13","6"
"S11631001127316","0","8","10","19","16","12","16","11","4","7","7","10"
"S11631001127317","0","19","19","16","11","14","15","14","7","19","8","7"
"S11631001127318","0","7","18","15","10","28","16","20","12","14","26","30"
"S11631001127319","0","17","6","11","18","7","13","14","2","11","10","5"
"S11631001127320","0","3","1","6","0","3","2","3","0","5","1","2"
"S11631003129401","0","7","2","7","2","3","8","7","6","10","3","6"
"S11631001127322","0","7","8","8","10","6","3","3","4","2","1","4"
"S11631003129339","0","20","16","17","11","16","17","15","13","13","16","9"
"S11631003129403","0","8","6","8","10","7","14","15","5","11","8","5"
"S11631003129404","0","56","37","45","26","41","51","62","69","67","94","32"
"S11631003129407","0","0","0","1","5","3","3","2","1","1","1","0"
"S11631003129408","0","0","2","0","0","6","12","5","4","1","1","2"
"S11631003129506","0","13","10","9","19","27","20","32","23","24","20","9"
"S11631004129921","0","216","240","201","243","189","182","179","163","223","217","114"
"S11631004129922","0","26","26","38","47","36","47","30","22","47","44","23"
"S11631004129602","0","7","7","15","21","10","31","15","15","28","20","12"
"S11631004129610","0","37","42","65","60","90","72","77","79","82","140","83"
"S11631004129611","0","15","24","15","16","26","11","15","18","16","12","5"
"S11631004129721","0","3","5","3","5","11","8","8","3","2","7","4"
"S11631004130210","0","13","18","5","9","10","22","13","6","7","16","15"
"S11631004130211","0","15","14","12","11","12","12","9","7","11","12","8"
"S11631003129007","0","9","8","5","4","9","10","6","4","8","10","6"
"S11631003129209","0","5","2","4","2","0","3","4","8","5","2","0"
"S11631003129009","0","3","2","3","4","3","11","5","1","4","7","4"
"S11631003129106","0","28","8","20","19","32","21","16","25","32","27","17"
"S11631003129010","0","4","1","2","2","3","8","2","11","6","4","1"
"S11631102130602","0","9","3","3","5","15","17","2","11","3","6","1"
"S11631101130519","0","12","15","2","16","21","36","37","44","39","29","24"
"S11631001127607","0","14","12","11","14","9","9","6","3","7","5","4"
"S11631001127608","0","1","1","2","3","1","1","3","3","2","5","1"
"S11631001127609","0","11","18","11","14","15","18","13","9","20","24","9"
"S11631001127610","0","14","19","31","25","32","23","16","18","19","25","14"
"S11631004130010","0","17","14","18","15","24","26","20","17","17","13","13"
"S11631004129925","0","7","5","7","13","8","4","8","2","3","13","1"
"S11631004130005","0","36","25","32","14","19","34","21","19","13","37","13"
"S11631004130011","0","9","13","6","6","4","15","18","9","9","9","7"
"S11631004130018","0","25","15","12","15","21","14","8","14","17","17","9"
"S11631004130006","0","160","109","93","40","95","102","93","77","52","46","26"
"S11631003128906","0","11","11","20","17","19","15","24","15","12","20","12"
"S11631004130230","0","19","22","16","13","9","6","6","10","9","6","3"
"S11631004130231","0","1","2","1","19","21","23","18","11","20","22","13"
"S11631004130232","0","3","5","2","6","10","17","11","22","22","31","9"
"S11631004130233","0","4","13","4","2","5","12","12","11","6","9","3"
"S11631004130234","0","2","3","3","4","7","17","11","10","14","9","11"
"S11631004130235","0","5","11","4","7","6","19","14","10","14","10","5"
"S11631004130236","0","29","34","19","23","24","28","24","17","17","19","11"
"S11631101130520","0","4","13","7","8","19","22","9","8","6","10","3"
"S11631101130533","0","1","5","8","11","6","21","14","5","9","8","5"
"S11631102130607","0","10","5","5","5","6","8","10","5","14","6","4"
"S11631101130515","0","4","7","5","7","13","15","3","6","8","4","6"
"S11631101130517","0","4","7","5","14","10","13","21","20","23","58","37"
"S11631101130518","0","9","18","11","9","25","28","59","7","15","18","1"
"S11631101130529","0","0","4","5","4","5","1","6","3","9","4","1"
"S11631305154211","0","5","2","0","2","1","3","5","7","4","3","2"
"S11631101130523","0","7","6","3","2","5","10","1","2","6","4","7"
"S11631101130524","0","5","0","3","1","6","10","0","1","4","3","1"
"S11631003128730","0","5","7","8","7","17","14","14","12","4","6","7"
"S11631003128731","0","7","11","2","12","8","7","9","4","9","10","7"
"S11631003128732","0","7","7","7","9","6","13","4","7","6","6","2"
"S11631003129340","0","7","7","8","9","18","16","9","9","6","5","0"
"S11631003128740","0","74","52","55","59","96","107","91","118","122","166","67"
"S11631003128741","0","10","15","7","15","15","13","9","15","13","10","10"
"S11631003128742","0","5","2","7","3","6","8","4","1","0","6","3"
"S11631003128801","0","16","3","7","5","13","22","14","7","18","29","6"
"S11631103131108","0","15","15","10","13","12","10","12","14","10","13","5"
"S11631004130405","0","0","0","0","5","1","6","6","9","11","14","17"
"S11631003129309","0","26","22","17","42","35","74","27","16","15","16","7"
"S11631003128907","0","4","3","7","6","17","7","2","5","12","14","1"
"S11631004130429","0","2","8","7","4","14","4","5","2","6","10","4"
"S11631101130534","0","1","3","7","1","6","7","5","8","7","1","0"
"S11631003129113","0","28","10","6","8","20","18","18","18","24","29","25"
"S11631003129114","0","18","11","11","26","10","15","12","5","15","10","6"
"S11631004129620","0","3","0","3","0","1","12","6","1","4","2","1"
"S11631004129605","0","9","14","12","16","27","57","68","34","70","76","44"
"S11631004129606","0","9","20","29","12","20","13","12","14","11","9","7"
"S11631004130406","0","1","3","6","7","8","9","5","10","11","3","2"
"S11631004130407","0","4","3","3","5","8","2","3","0","1","1","4"
"S11631004130408","0","5","3","7","1","15","2","0","0","3","1","1"
"S11631004130411","0","2","8","2","3","2","3","2","2","2","4","2"
"S11631004130412","0","3","5","3","4","7","7","1","2","1","2","2"
"S11631004130413","0","5","4","4","6","7","6","6","5","0","3","2"
"S11631004130414","0","4","7","6","7","7","9","6","1","5","6","3"
"S11631003129305","0","2","3","6","1","4","2","2","0","2","0","2"
"S11631004130430","0","11","8","4","11","13","16","4","5","12","12","4"
"S11631101130506","0","39","73","49","69","66","54","73","37","43","18","36"
"S11631101130507","0","7","25","5","5","15","9","12","1","10","4","17"
"S11631003129501","0","31","24","22","33","25","43","39","30","45","60","22"
"S11631003129405","0","10","6","10","12","17","10","7","28","22","54","81"
"S11631003129502","0","8","7","7","17","11","18","15","10","8","19","5"
"S11631004129621","0","9","5","0","4","8","9","9","4","4","8","1"
"S11631004129707","0","4","7","3","5","6","4","11","4","3","9","6"
"S11631004129708","0","7","5","6","5","8","9","9","2","11","9","1"
"S11631004129703","0","24","13","15","19","21","21","20","9","15","17","2"
"S11631004129704","0","13","11","4","5","11","9","6","6","4","3","1"
"S11631004129705","0","3","1","2","1","7","1","4","0","7","0","0"
"S11631004129706","0","3","1","2","2","3","6","1","5","4","5","0"
"S11631004130220","0","10","17","12","7","8","14","18","12","4","6","9"
"S11631004130221","0","12","19","12","17","13","20","13","11","11","5","2"
"S11631004130222","0","13","10","10","12","17","3","8","13","6","3","2"
"S11631004130223","0","7","9","2","4","5","9","18","4","10","13","1"
"S11631004130224","0","8","17","6","7","9","8","8","3","10","5","1"
"S11631004130225","0","10","5","12","7","5","3","8","3","7","6","3"
"S11631004130226","0","16","5","5","3","4","4","10","6","12","14","1"
"S11631004130227","0","76","62","63","46","105","180","209","108","142","158","95"
"S11631003129011","0","11","5","9","6","3","3","6","6","5","5","5"
"S11631003129306","0","6","6","9","9","10","6","2","6","2","1","0"
"S11631003129307","0","12","11","8","19","18","42","15","12","8","7","5"
"S11631003129315","0","2","2","9","7","15","46","17","6","15","8","2"
"S11631003129316","0","15","19","25","14","22","20","21","13","19","14","15"
"S11631003129317","0","5","4","7","10","11","7","6","5","11","1","2"
"S11631003129503","0","9","12","10","14","17","15","9","11","11","22","9"
"S11631003129504","0","11","17","9","14","19","19","18","8","9","4","4"
"S11631004130007","0","63","71","71","68","66","77","87","64","143","176","97"
